,data_name,model_name,loss_name,iter,best_epoch,test_iou,test_dice,test_precision,test_recall,test_f1
440,CVC-ClinicDB,caranet,FocalWithContextualLoss,0.0,71.0,0.77636683,0.847310245,0.864109099,0.889907956,0.847310245
441,CVC-ClinicDB,caranet,FocalWithContextualLoss,1.0,53.0,0.799537599,0.86951232,0.914946973,0.869729996,0.86951232
442,CVC-ClinicDB,caranet,FocalWithContextualLoss,2.0,125.0,0.793255031,0.8632074,0.895467758,0.880581975,0.8632074
443,CVC-ClinicDB,caranet,FocalWithContextualLoss,3.0,131.0,0.779219687,0.843915582,0.910822153,0.845943332,0.843915582
444,CVC-ClinicDB,caranet,FocalWithContextualLoss,4.0,38.0,0.793328345,0.869137406,0.874173045,0.90465796,0.869137406
445,CVC-ClinicDB,caranet,BCEWithContextualLoss,0.0,33.0,0.784292221,0.853949428,0.883910358,0.877102971,0.853949428
446,CVC-ClinicDB,caranet,BCEWithContextualLoss,1.0,57.0,0.807045162,0.875359118,0.912413776,0.873704553,0.875359118
447,CVC-ClinicDB,caranet,BCEWithContextualLoss,2.0,67.0,0.809793711,0.879320085,0.899837673,0.893090665,0.879320085
448,CVC-ClinicDB,caranet,BCEWithContextualLoss,3.0,88.0,0.803051174,0.866539657,0.930081069,0.859713197,0.866539598
449,CVC-ClinicDB,caranet,BCEWithContextualLoss,4.0,77.0,0.826545298,0.889549136,0.926033556,0.890377641,0.889549196
450,CVC-ClinicDB,caranet,IoUWithTVLoss_tar,0.0,148.0,0.809763253,0.875674009,0.864154994,0.924949944,0.875674129
451,CVC-ClinicDB,caranet,IoUWithTVLoss_tar,1.0,44.0,0.793892503,0.867719412,0.857477367,0.916299641,0.867719412
452,CVC-ClinicDB,caranet,IoUWithTVLoss_tar,2.0,62.0,0.771982133,0.852407455,0.859762073,0.896779239,0.852407396
453,CVC-ClinicDB,caranet,IoUWithTVLoss_tar,3.0,57.0,0.799505234,0.867520452,0.879211605,0.907793939,0.867520332
454,CVC-ClinicDB,caranet,IoUWithTVLoss_tar,4.0,175.0,0.841430128,0.904922903,0.905883074,0.927540898,0.904922903
455,CVC-ClinicDB,caranet,DiceWeightedLoss,0.0,57.0,0.109257638,0.184606791,0.112425365,0.837209046,0.184606791
456,CVC-ClinicDB,caranet,DiceWeightedLoss,1.0,160.0,0.138913333,0.224608392,0.143525466,0.863190949,0.224608392
457,CVC-ClinicDB,caranet,DiceWeightedLoss,2.0,48.0,0.120898753,0.201058313,0.128474355,0.742618918,0.201058313
458,CVC-ClinicDB,caranet,DiceWeightedLoss,3.0,2.0,0.122617118,0.205896497,0.130446181,0.741900742,0.205896512
459,CVC-ClinicDB,caranet,DiceWeightedLoss,4.0,87.0,0.128781438,0.216833904,0.135716334,0.778239727,0.216833934
460,CVC-ClinicDB,caranet,BCEWeightedLoss,0.0,16.0,0.122652769,0.206939265,0.137426004,0.647505343,0.206939295
461,CVC-ClinicDB,caranet,BCEWeightedLoss,1.0,20.0,0.149447158,0.241558656,0.170206308,0.656563818,0.241558656
462,CVC-ClinicDB,caranet,BCEWeightedLoss,2.0,11.0,0.130862862,0.218908221,0.15620397,0.572869182,0.218908221
463,CVC-ClinicDB,caranet,BCEWeightedLoss,3.0,14.0,0.139737949,0.230654716,0.159374133,0.620002627,0.230654716
464,CVC-ClinicDB,caranet,BCEWeightedLoss,4.0,13.0,0.125976294,0.214825362,0.142165557,0.63411814,0.214825317
465,CVC-ClinicDB,caranet,IoUWeightedLoss,0.0,91.0,0.815765321,0.876603127,0.904523313,0.890043318,0.876603127
466,CVC-ClinicDB,caranet,IoUWeightedLoss,1.0,27.0,0.802490473,0.868749917,0.891627133,0.883418083,0.868749917
467,CVC-ClinicDB,caranet,IoUWeightedLoss,2.0,32.0,0.806940496,0.875947952,0.887239516,0.901873112,0.875948071
468,CVC-ClinicDB,caranet,IoUWeightedLoss,3.0,34.0,0.807104945,0.868877709,0.911863029,0.869100809,0.868877709
469,CVC-ClinicDB,caranet,IoUWeightedLoss,4.0,58.0,0.836456537,0.90179342,0.921989381,0.904318631,0.90179354
470,CVC-ClinicDB,caranet,FocalWithEdgeLoss,0.0,75.0,0.81511277,0.873879552,0.907750487,0.892682374,0.873879552
471,CVC-ClinicDB,caranet,FocalWithEdgeLoss,1.0,46.0,0.819794834,0.883501709,0.894625604,0.906347394,0.883501709
472,CVC-ClinicDB,caranet,FocalWithEdgeLoss,2.0,126.0,0.82970041,0.895085812,0.91006577,0.909488559,0.895085812
473,CVC-ClinicDB,caranet,FocalWithEdgeLoss,3.0,15.0,0.801850498,0.86616081,0.898074627,0.872971833,0.86616081
474,CVC-ClinicDB,caranet,FocalWithEdgeLoss,4.0,93.0,0.832211196,0.893939972,0.932430863,0.891253948,0.893939972
475,CVC-ClinicDB,caranet,BCEWithEdgeLoss,0.0,141.0,0.821326554,0.882273316,0.918000698,0.886322677,0.882273316
476,CVC-ClinicDB,caranet,BCEWithEdgeLoss,1.0,64.0,0.777658284,0.852678716,0.895499349,0.86344558,0.852678716
477,CVC-ClinicDB,caranet,BCEWithEdgeLoss,2.0,100.0,0.80663991,0.877143145,0.904306293,0.891512811,0.877143145
478,CVC-ClinicDB,caranet,BCEWithEdgeLoss,3.0,93.0,0.790647447,0.853996456,0.917955279,0.853439391,0.853996456
479,CVC-ClinicDB,caranet,BCEWithEdgeLoss,4.0,185.0,0.843876541,0.907585263,0.933269203,0.901461601,0.907585263
480,CVC-ClinicDB,FAT_Net,IoUWithGaussianLoss,0.0,65.0,0.799747169,0.853772163,0.939365387,0.853680193,0.853772163
481,CVC-ClinicDB,FAT_Net,IoUWithGaussianLoss,1.0,35.0,0.807536423,0.870806634,0.909455538,0.880370975,0.870806575
482,CVC-ClinicDB,FAT_Net,IoUWithGaussianLoss,2.0,25.0,0.789755642,0.852583051,0.899881959,0.883443177,0.852583051
483,CVC-ClinicDB,FAT_Net,IoUWithGaussianLoss,3.0,14.0,0.787867248,0.849843502,0.904409409,0.86381942,0.849843502
484,CVC-ClinicDB,FAT_Net,IoUWithGaussianLoss,4.0,16.0,0.810827911,0.872616112,0.928293288,0.864519179,0.872616112
485,CVC-ClinicDB,FAT_Net,BCEWithGaussianLoss,0.0,78.0,0.828105628,0.886633813,0.915228307,0.88714546,0.886633813
486,CVC-ClinicDB,FAT_Net,BCEWithGaussianLoss,1.0,66.0,0.830128312,0.8918975,0.914136827,0.898295403,0.8918975
487,CVC-ClinicDB,FAT_Net,BCEWithGaussianLoss,2.0,58.0,0.817333162,0.879648805,0.900636852,0.889186978,0.879648805
488,CVC-ClinicDB,FAT_Net,BCEWithGaussianLoss,3.0,66.0,0.806693554,0.871135175,0.931587219,0.863097548,0.871135175
489,CVC-ClinicDB,FAT_Net,BCEWithGaussianLoss,4.0,81.0,0.842740715,0.903707564,0.937347412,0.894548714,0.903707564
490,CVC-ClinicDB,FAT_Net,DiceWithGaussianLoss,0.0,65.0,0.799747169,0.853772163,0.939365387,0.853680193,0.853772163
491,CVC-ClinicDB,FAT_Net,DiceWithGaussianLoss,1.0,35.0,0.807536423,0.870806634,0.909455538,0.880370975,0.870806575
492,CVC-ClinicDB,FAT_Net,DiceWithGaussianLoss,2.0,25.0,0.789755642,0.852583051,0.899881959,0.883443177,0.852583051
493,CVC-ClinicDB,FAT_Net,DiceWithGaussianLoss,3.0,14.0,0.787867248,0.849843502,0.904409409,0.86381942,0.849843502
494,CVC-ClinicDB,FAT_Net,DiceWithGaussianLoss,4.0,16.0,0.810827911,0.872616112,0.928293288,0.864519179,0.872616112
495,CVC-ClinicDB,FAT_Net,FocalWithSSIMLoss,0.0,47.0,0.800706506,0.854872882,0.90672648,0.861624241,0.854872882
496,CVC-ClinicDB,FAT_Net,FocalWithSSIMLoss,1.0,60.0,0.7914505,0.85294205,0.93190372,0.842523575,0.85294205
497,CVC-ClinicDB,FAT_Net,FocalWithSSIMLoss,2.0,51.0,0.798636854,0.861739218,0.91566503,0.875243604,0.861739218
498,CVC-ClinicDB,FAT_Net,FocalWithSSIMLoss,3.0,66.0,0.798390329,0.857356131,0.927264452,0.855460882,0.857356131
499,CVC-ClinicDB,FAT_Net,FocalWithSSIMLoss,4.0,75.0,0.802598476,0.864259183,0.947221994,0.840811729,0.864259183
500,CVC-ClinicDB,FAT_Net,FocalWithContextualLoss,0.0,60.0,0.780250072,0.828968346,0.940498352,0.833193719,0.828968346
501,CVC-ClinicDB,FAT_Net,FocalWithContextualLoss,1.0,60.0,0.797199905,0.853247583,0.926745057,0.863026321,0.853247523
502,CVC-ClinicDB,FAT_Net,FocalWithContextualLoss,2.0,18.0,0.799951911,0.862953365,0.89637053,0.879951715,0.862953365
503,CVC-ClinicDB,FAT_Net,FocalWithContextualLoss,3.0,41.0,0.798197865,0.852275491,0.915777743,0.863598824,0.852275431
504,CVC-ClinicDB,FAT_Net,FocalWithContextualLoss,4.0,36.0,0.81440562,0.87759006,0.907413602,0.889689505,0.87759006
505,CVC-ClinicDB,FAT_Net,BCEWithContextualLoss,0.0,79.0,0.822199583,0.876756966,0.932135105,0.876021862,0.876756966
506,CVC-ClinicDB,FAT_Net,BCEWithContextualLoss,1.0,57.0,0.793637335,0.861109436,0.904542208,0.866732538,0.861109495
507,CVC-ClinicDB,FAT_Net,BCEWithContextualLoss,2.0,63.0,0.829030871,0.887759805,0.9249354,0.895924747,0.887759805
508,CVC-ClinicDB,FAT_Net,BCEWithContextualLoss,3.0,102.0,0.807085156,0.865082264,0.932223916,0.86152041,0.865082264
509,CVC-ClinicDB,FAT_Net,BCEWithContextualLoss,4.0,84.0,0.828774631,0.892677367,0.9414379,0.879323304,0.892677367
510,CVC-ClinicDB,FAT_Net,IoUWithTVLoss_tar,0.0,199.0,5.3e-12,5.3e-12,1.0,5.3e-12,1.06e-11
511,CVC-ClinicDB,FAT_Net,IoUWithTVLoss_tar,1.0,199.0,5.13e-12,5.13e-12,1.0,5.13e-12,1.03e-11
512,CVC-ClinicDB,FAT_Net,IoUWithTVLoss_tar,2.0,14.0,0.786386907,0.857499778,0.878264546,0.897622347,0.857499778
513,CVC-ClinicDB,FAT_Net,IoUWithTVLoss_tar,3.0,199.0,4.48e-12,4.48e-12,1.0,4.48e-12,8.97e-12
514,CVC-ClinicDB,FAT_Net,IoUWithTVLoss_tar,4.0,97.0,0.8454777,0.904666245,0.920455992,0.917871654,0.904666245
515,CVC-ClinicDB,FAT_Net,DiceWeightedLoss,0.0,199.0,0.082573511,0.145296767,0.082573511,1.0,0.145296767
516,CVC-ClinicDB,FAT_Net,DiceWeightedLoss,1.0,199.0,0.095589034,0.164523527,0.095589034,1.0,0.164523527
517,CVC-ClinicDB,FAT_Net,DiceWeightedLoss,2.0,199.0,0.097516738,0.168063521,0.097516738,1.0,0.168063521
518,CVC-ClinicDB,FAT_Net,DiceWeightedLoss,3.0,199.0,0.090692773,0.159012362,0.090692773,1.0,0.159012362
519,CVC-ClinicDB,FAT_Net,DiceWeightedLoss,4.0,199.0,0.094442897,0.165980235,0.094442897,1.0,0.165980235
520,CVC-ClinicDB,FAT_Net,BCEWeightedLoss,0.0,89.0,0.109510474,0.188594401,0.11670959,0.773126185,0.188594401
521,CVC-ClinicDB,FAT_Net,BCEWeightedLoss,1.0,26.0,0.101011351,0.173112199,0.105074495,0.813955605,0.173112199
522,CVC-ClinicDB,FAT_Net,BCEWeightedLoss,2.0,6.0,0.18337217,0.293375045,0.230393052,0.59578222,0.293375045
523,CVC-ClinicDB,FAT_Net,BCEWeightedLoss,3.0,20.0,0.098171301,0.170801207,0.101232499,0.824807882,0.170801207
524,CVC-ClinicDB,FAT_Net,BCEWeightedLoss,4.0,12.0,0.104379289,0.182158306,0.108354606,0.814017951,0.182158306
525,CVC-ClinicDB,FAT_Net,IoUWeightedLoss,0.0,54.0,0.810170472,0.864932656,0.930051267,0.871979117,0.864932656
526,CVC-ClinicDB,FAT_Net,IoUWeightedLoss,1.0,110.0,0.812317431,0.873982966,0.925797284,0.871424139,0.873983026
527,CVC-ClinicDB,FAT_Net,IoUWeightedLoss,2.0,122.0,0.807870924,0.868956208,0.906860948,0.892304718,0.868956268
528,CVC-ClinicDB,FAT_Net,IoUWeightedLoss,3.0,41.0,0.813476145,0.87059164,0.919827044,0.868851662,0.87059164
529,CVC-ClinicDB,FAT_Net,IoUWeightedLoss,4.0,94.0,0.822935939,0.881819725,0.945982635,0.870438695,0.881819725
530,CVC-ClinicDB,FAT_Net,FocalWithEdgeLoss,0.0,71.0,0.815358758,0.878635585,0.897762001,0.884889662,0.878635585
531,CVC-ClinicDB,FAT_Net,FocalWithEdgeLoss,1.0,17.0,0.800434232,0.86884737,0.887749195,0.879454732,0.868847311
532,CVC-ClinicDB,FAT_Net,FocalWithEdgeLoss,2.0,36.0,0.817882836,0.878149807,0.916323245,0.885445535,0.878149807
533,CVC-ClinicDB,FAT_Net,FocalWithEdgeLoss,3.0,78.0,0.817106485,0.880393922,0.913476408,0.88005352,0.880393922
534,CVC-ClinicDB,FAT_Net,FocalWithEdgeLoss,4.0,50.0,0.840998352,0.902168632,0.927325726,0.900465488,0.902168632
535,CVC-ClinicDB,FAT_Net,BCEWithEdgeLoss,0.0,18.0,0.797369063,0.859034777,0.910133719,0.861182809,0.859034777
536,CVC-ClinicDB,FAT_Net,BCEWithEdgeLoss,1.0,15.0,0.810055673,0.878654063,0.899582446,0.893983722,0.878654063
537,CVC-ClinicDB,FAT_Net,BCEWithEdgeLoss,2.0,69.0,0.817647219,0.876707017,0.902552307,0.901231289,0.876707017
538,CVC-ClinicDB,FAT_Net,BCEWithEdgeLoss,3.0,25.0,0.80239445,0.867555678,0.917333603,0.866065919,0.867555678
539,CVC-ClinicDB,FAT_Net,BCEWithEdgeLoss,4.0,52.0,0.841767311,0.902834713,0.921980262,0.908336222,0.902834713
540,CVC-ClinicDB,EMCADNet,IoUWithGaussianLoss,0.0,71.0,0.837589383,0.889731884,0.908607125,0.895970225,0.889731884
541,CVC-ClinicDB,EMCADNet,IoUWithGaussianLoss,1.0,21.0,0.844632447,0.904948175,0.917317271,0.910085917,0.904948175
542,CVC-ClinicDB,EMCADNet,IoUWithGaussianLoss,2.0,101.0,0.840257227,0.896945298,0.904374599,0.91201365,0.896945298
543,CVC-ClinicDB,EMCADNet,IoUWithGaussianLoss,3.0,30.0,0.835690796,0.891528547,0.935323596,0.883119822,0.891528547
544,CVC-ClinicDB,EMCADNet,IoUWithGaussianLoss,4.0,112.0,0.867779613,0.924486339,0.938976347,0.920478404,0.924486339
545,CVC-ClinicDB,EMCADNet,BCEWithGaussianLoss,0.0,47.0,0.82261014,0.885281444,0.922260523,0.887025297,0.885281444
546,CVC-ClinicDB,EMCADNet,BCEWithGaussianLoss,1.0,101.0,0.82391268,0.889374673,0.907495499,0.894003153,0.889374673
547,CVC-ClinicDB,EMCADNet,BCEWithGaussianLoss,2.0,108.0,0.832407176,0.896432877,0.909889638,0.90662992,0.896432877
548,CVC-ClinicDB,EMCADNet,BCEWithGaussianLoss,3.0,169.0,0.820151806,0.876392543,0.9350577,0.867925704,0.876392543
549,CVC-ClinicDB,EMCADNet,BCEWithGaussianLoss,4.0,85.0,0.860423565,0.919081628,0.928771257,0.92045635,0.919081569
550,CVC-ClinicDB,EMCADNet,DiceWithGaussianLoss,0.0,64.0,0.828805864,0.886449516,0.903911591,0.898390114,0.886449516
551,CVC-ClinicDB,EMCADNet,DiceWithGaussianLoss,1.0,23.0,0.829681337,0.891487241,0.920252025,0.887743413,0.891487241
552,CVC-ClinicDB,EMCADNet,DiceWithGaussianLoss,2.0,38.0,0.832173526,0.892681599,0.879641056,0.92678982,0.892681539
553,CVC-ClinicDB,EMCADNet,DiceWithGaussianLoss,3.0,63.0,0.838680863,0.893227994,0.927385688,0.894144475,0.893227994
554,CVC-ClinicDB,EMCADNet,DiceWithGaussianLoss,4.0,48.0,0.86712414,0.923381746,0.934393764,0.92371732,0.923381805
555,CVC-ClinicDB,EMCADNet,FocalWithSSIMLoss,0.0,94.0,0.823961854,0.882223427,0.907424569,0.896283269,0.882223427
556,CVC-ClinicDB,EMCADNet,FocalWithSSIMLoss,1.0,122.0,0.824771881,0.887805641,0.908771336,0.895830154,0.887805641
557,CVC-ClinicDB,EMCADNet,FocalWithSSIMLoss,2.0,111.0,0.834059119,0.892686903,0.910199642,0.897977531,0.892686844
558,CVC-ClinicDB,EMCADNet,FocalWithSSIMLoss,3.0,171.0,0.817301095,0.875233233,0.929721236,0.868436277,0.875233233
559,CVC-ClinicDB,EMCADNet,FocalWithSSIMLoss,4.0,143.0,0.86835587,0.923347294,0.93467772,0.924740136,0.923347294
560,CVC-ClinicDB,EMCADNet,FocalWithContextualLoss,0.0,47.0,0.82184571,0.877949595,0.923217416,0.879738212,0.877949595
561,CVC-ClinicDB,EMCADNet,FocalWithContextualLoss,1.0,32.0,0.833957434,0.897046983,0.911269307,0.903656185,0.897046983
562,CVC-ClinicDB,EMCADNet,FocalWithContextualLoss,2.0,147.0,0.84111166,0.899461985,0.929740429,0.900333762,0.899461985
563,CVC-ClinicDB,EMCADNet,FocalWithContextualLoss,3.0,35.0,0.818907261,0.872529626,0.938363731,0.873319328,0.872529626
564,CVC-ClinicDB,EMCADNet,FocalWithContextualLoss,4.0,63.0,0.791032612,0.860733867,0.923076868,0.855115592,0.860733867
565,CVC-ClinicDB,EMCADNet,BCEWithContextualLoss,0.0,86.0,0.842077971,0.895592749,0.915858448,0.898966491,0.895592749
566,CVC-ClinicDB,EMCADNet,BCEWithContextualLoss,1.0,130.0,0.833963275,0.894141018,0.91416353,0.903456032,0.894141018
567,CVC-ClinicDB,EMCADNet,BCEWithContextualLoss,2.0,31.0,0.823555052,0.883970082,0.896666467,0.891935647,0.883970141
568,CVC-ClinicDB,EMCADNet,BCEWithContextualLoss,3.0,75.0,0.842489481,0.902004361,0.926436961,0.901771963,0.902004361
569,CVC-ClinicDB,EMCADNet,BCEWithContextualLoss,4.0,114.0,0.864038348,0.920304477,0.933043003,0.921791732,0.920304537
570,CVC-ClinicDB,EMCADNet,IoUWithTVLoss_tar,0.0,168.0,0.850185752,0.904837251,0.915191054,0.917764783,0.904837191
571,CVC-ClinicDB,EMCADNet,IoUWithTVLoss_tar,1.0,126.0,0.840233147,0.901278377,0.891772211,0.931820452,0.901278377
572,CVC-ClinicDB,EMCADNet,IoUWithTVLoss_tar,2.0,70.0,0.823564887,0.887164891,0.872725189,0.932582855,0.887164891
573,CVC-ClinicDB,EMCADNet,IoUWithTVLoss_tar,3.0,76.0,0.840716779,0.900863767,0.894762158,0.926152647,0.900863767
574,CVC-ClinicDB,EMCADNet,IoUWithTVLoss_tar,4.0,164.0,0.87111491,0.926684916,0.925020397,0.938047349,0.926684916
575,CVC-ClinicDB,EMCADNet,DiceWeightedLoss,0.0,13.0,0.132833749,0.222209856,0.144079536,0.734880388,0.222209856
576,CVC-ClinicDB,EMCADNet,DiceWeightedLoss,1.0,1.0,0.157103956,0.251899511,0.179017723,0.651266217,0.251899511
577,CVC-ClinicDB,EMCADNet,DiceWeightedLoss,2.0,1.0,0.148288369,0.243094787,0.180460602,0.561255097,0.243094787
578,CVC-ClinicDB,EMCADNet,DiceWeightedLoss,3.0,19.0,0.150160611,0.245093524,0.160140827,0.759048164,0.245093524
579,CVC-ClinicDB,EMCADNet,DiceWeightedLoss,4.0,23.0,0.160353243,0.264056504,0.173300549,0.762201905,0.264056504
580,CVC-ClinicDB,EMCADNet,BCEWeightedLoss,0.0,15.0,0.112203352,0.192056552,0.119520977,0.754770041,0.192056552
581,CVC-ClinicDB,EMCADNet,BCEWeightedLoss,1.0,12.0,0.149065405,0.242934108,0.163352892,0.757667959,0.242934108
582,CVC-ClinicDB,EMCADNet,BCEWeightedLoss,2.0,17.0,0.1437805,0.236327723,0.158429965,0.73666364,0.236327723
583,CVC-ClinicDB,EMCADNet,BCEWeightedLoss,3.0,15.0,0.125354946,0.211113304,0.133797914,0.737505853,0.211113304
584,CVC-ClinicDB,EMCADNet,BCEWeightedLoss,4.0,17.0,0.147429317,0.2448387,0.156978831,0.7820099,0.2448387
585,CVC-ClinicDB,EMCADNet,IoUWeightedLoss,0.0,49.0,0.839931726,0.895142019,0.925872803,0.896508157,0.895142019
586,CVC-ClinicDB,EMCADNet,IoUWeightedLoss,1.0,46.0,0.839178383,0.89972347,0.929251492,0.898702025,0.89972347
587,CVC-ClinicDB,EMCADNet,IoUWeightedLoss,2.0,72.0,0.846588314,0.905295968,0.911436856,0.923018157,0.905295968
588,CVC-ClinicDB,EMCADNet,IoUWeightedLoss,3.0,40.0,0.836957037,0.892462015,0.932201922,0.888378799,0.892462015
589,CVC-ClinicDB,EMCADNet,IoUWeightedLoss,4.0,48.0,0.867362976,0.922726691,0.928295195,0.929171085,0.922726691
590,CVC-ClinicDB,EMCADNet,FocalWithEdgeLoss,0.0,73.0,0.833858669,0.891688347,0.920779288,0.895206392,0.891688347
591,CVC-ClinicDB,EMCADNet,FocalWithEdgeLoss,1.0,78.0,0.846324861,0.907513022,0.919764638,0.918381929,0.907513022
592,CVC-ClinicDB,EMCADNet,FocalWithEdgeLoss,2.0,121.0,0.833659172,0.894766867,0.902646482,0.919501781,0.894766867
593,CVC-ClinicDB,EMCADNet,FocalWithEdgeLoss,3.0,104.0,0.839470208,0.897233367,0.917301655,0.899894357,0.897233367
594,CVC-ClinicDB,EMCADNet,FocalWithEdgeLoss,4.0,125.0,0.871841371,0.928301752,0.929869235,0.934676945,0.928301752
595,CVC-ClinicDB,EMCADNet,BCEWithEdgeLoss,0.0,95.0,0.829933286,0.886921167,0.926580071,0.883781791,0.886921167
596,CVC-ClinicDB,EMCADNet,BCEWithEdgeLoss,1.0,73.0,0.824441671,0.888663411,0.905774236,0.894152284,0.888663411
597,CVC-ClinicDB,EMCADNet,BCEWithEdgeLoss,2.0,78.0,0.839644849,0.900420189,0.920345485,0.907621682,0.900420308
598,CVC-ClinicDB,EMCADNet,BCEWithEdgeLoss,3.0,46.0,0.831908464,0.892944813,0.92255652,0.891004741,0.892944813
599,CVC-ClinicDB,EMCADNet,BCEWithEdgeLoss,4.0,75.0,0.863475263,0.920590401,0.935071528,0.917944074,0.920590401
600,CVC-ClinicDB,FCN,IoUWithGaussianLoss,0.0,42.0,0.825781286,0.880432129,0.941783965,0.871395946,0.880432189
601,CVC-ClinicDB,FCN,IoUWithGaussianLoss,1.0,32.0,0.814113677,0.876794755,0.93453455,0.861848414,0.876794755
602,CVC-ClinicDB,FCN,IoUWithGaussianLoss,2.0,90.0,0.828190446,0.885185182,0.913395882,0.898364842,0.885185182
603,CVC-ClinicDB,FCN,IoUWithGaussianLoss,3.0,90.0,0.811875045,0.874071002,0.926505268,0.866578102,0.874071002
604,CVC-ClinicDB,FCN,IoUWithGaussianLoss,4.0,89.0,0.858261168,0.916904747,0.93731153,0.91410017,0.916904747
605,CVC-ClinicDB,FCN,BCEWithGaussianLoss,0.0,94.0,0.824088097,0.883860648,0.928743064,0.882048786,0.883860648
606,CVC-ClinicDB,FCN,BCEWithGaussianLoss,1.0,86.0,0.816362619,0.879205883,0.933255076,0.874501824,0.879205883
607,CVC-ClinicDB,FCN,BCEWithGaussianLoss,2.0,94.0,0.818255901,0.88350904,0.905810475,0.895892441,0.88350904
608,CVC-ClinicDB,FCN,BCEWithGaussianLoss,3.0,66.0,0.808457434,0.872480512,0.933969319,0.858796835,0.872480512
609,CVC-ClinicDB,FCN,BCEWithGaussianLoss,4.0,199.0,0.856637418,0.914824724,0.936974406,0.909226954,0.914824724
610,breast-cancer-malignant,ESFPNet,IoUWithGaussianLoss,0.0,49.0,0.619290292,0.733394325,0.7892434,0.723861635,0.733394265
611,breast-cancer-malignant,ESFPNet,IoUWithGaussianLoss,1.0,77.0,0.629860103,0.755930066,0.800849438,0.753981113,0.755930066
612,breast-cancer-malignant,ESFPNet,IoUWithGaussianLoss,2.0,99.0,0.522696912,0.635451972,0.662187338,0.68236661,0.635452032
613,breast-cancer-malignant,ESFPNet,IoUWithGaussianLoss,3.0,62.0,0.612595797,0.72560966,0.756709695,0.755568683,0.72560966
614,breast-cancer-malignant,ESFPNet,IoUWithGaussianLoss,4.0,173.0,0.593490601,0.713538647,0.727892697,0.764006138,0.713538647
615,breast-cancer-malignant,ESFPNet,BCEWithGaussianLoss,0.0,67.0,0.631933033,0.74687767,0.809524179,0.727060318,0.74687767
616,breast-cancer-malignant,ESFPNet,BCEWithGaussianLoss,1.0,79.0,0.622728944,0.751790345,0.793278873,0.75509274,0.751790345
617,breast-cancer-malignant,ESFPNet,BCEWithGaussianLoss,2.0,97.0,0.525624394,0.635629296,0.686629593,0.660335183,0.635629356
618,breast-cancer-malignant,ESFPNet,BCEWithGaussianLoss,3.0,55.0,0.610494614,0.724845529,0.749834359,0.755501628,0.724845529
619,breast-cancer-malignant,ESFPNet,BCEWithGaussianLoss,4.0,45.0,0.581701159,0.701556981,0.7494995,0.714825094,0.701556981
620,breast-cancer-malignant,ESFPNet,DiceWithGaussianLoss,0.0,46.0,0.644516647,0.756213129,0.78271234,0.768475413,0.756213129
621,breast-cancer-malignant,ESFPNet,DiceWithGaussianLoss,1.0,80.0,0.646879852,0.768235207,0.79979229,0.775555968,0.768235266
622,breast-cancer-malignant,ESFPNet,DiceWithGaussianLoss,2.0,56.0,0.513955295,0.617821395,0.671534061,0.673020482,0.617821395
623,breast-cancer-malignant,ESFPNet,DiceWithGaussianLoss,3.0,65.0,0.605604172,0.720456302,0.697892129,0.803113461,0.720456302
624,breast-cancer-malignant,ESFPNet,DiceWithGaussianLoss,4.0,114.0,0.561557472,0.68091625,0.746178269,0.694714248,0.68091625
625,breast-cancer-malignant,ESFPNet,FocalWithSSIMLoss,0.0,150.0,0.652012348,0.757421792,0.796992958,0.76235038,0.757421792
626,breast-cancer-malignant,ESFPNet,FocalWithSSIMLoss,1.0,90.0,0.609846354,0.741800427,0.798035264,0.727192521,0.741800427
627,breast-cancer-malignant,ESFPNet,FocalWithSSIMLoss,2.0,197.0,0.515755177,0.617080808,0.666939795,0.63887167,0.617080808
628,breast-cancer-malignant,ESFPNet,FocalWithSSIMLoss,3.0,143.0,0.596915424,0.711039841,0.743766308,0.75768429,0.711039841
629,breast-cancer-malignant,ESFPNet,FocalWithSSIMLoss,4.0,194.0,0.573413908,0.691831052,0.770672023,0.690862715,0.691831052
630,breast-cancer-malignant,ESFPNet,FocalWithContextualLoss,0.0,137.0,0.661658227,0.765718877,0.796102226,0.769596696,0.765718877
631,breast-cancer-malignant,ESFPNet,FocalWithContextualLoss,1.0,114.0,0.624153554,0.749481499,0.776538789,0.78049767,0.749481499
632,breast-cancer-malignant,ESFPNet,FocalWithContextualLoss,2.0,0.0,0.318803549,0.425189227,0.711060524,0.461696357,0.425189227
633,breast-cancer-malignant,ESFPNet,FocalWithContextualLoss,3.0,107.0,0.626000583,0.730962098,0.759595335,0.77664721,0.730962098
634,breast-cancer-malignant,ESFPNet,FocalWithContextualLoss,4.0,84.0,0.582326233,0.685954511,0.824466348,0.672362268,0.685954452
635,breast-cancer-malignant,ESFPNet,BCEWithContextualLoss,0.0,96.0,0.655839086,0.763487697,0.790746391,0.771750927,0.763487697
636,breast-cancer-malignant,ESFPNet,BCEWithContextualLoss,1.0,119.0,0.629052579,0.754640937,0.810120225,0.743582845,0.754640937
637,breast-cancer-malignant,ESFPNet,BCEWithContextualLoss,2.0,34.0,0.513202369,0.621584773,0.691551566,0.632887304,0.621584773
638,breast-cancer-malignant,ESFPNet,BCEWithContextualLoss,3.0,106.0,0.603949964,0.712593377,0.711280167,0.771722019,0.712593377
639,breast-cancer-malignant,ESFPNet,BCEWithContextualLoss,4.0,77.0,0.575738072,0.696185589,0.75652349,0.718138158,0.696185589
