,Unnamed: 0.1,Unnamed: 0,name,type,images,labels
1510,1510,1510,Kvasir-SEG:train:0252,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_414.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_414.jpg
1511,1511,1511,Kvasir-SEG:train:0253,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_415.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_415.jpg
1512,1512,1512,Kvasir-SEG:train:0254,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_416.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_416.jpg
1513,1513,1513,Kvasir-SEG:train:0255,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_418.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_418.jpg
1514,1514,1514,Kvasir-SEG:train:0256,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_419.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_419.jpg
1515,1515,1515,Kvasir-SEG:train:0257,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_420.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_420.jpg
1516,1516,1516,Kvasir-SEG:train:0258,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_421.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_421.jpg
1517,1517,1517,Kvasir-SEG:train:0259,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_425.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_425.jpg
1518,1518,1518,Kvasir-SEG:train:0260,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_429.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_429.jpg
1519,1519,1519,Kvasir-SEG:train:0261,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_432.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_432.jpg
1520,1520,1520,Kvasir-SEG:train:0262,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_435.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_435.jpg
1521,1521,1521,Kvasir-SEG:train:0263,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_436.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_436.jpg
1522,1522,1522,Kvasir-SEG:train:0264,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_437.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_437.jpg
1523,1523,1523,Kvasir-SEG:train:0265,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_438.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_438.jpg
1524,1524,1524,Kvasir-SEG:train:0266,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_439.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_439.jpg
1525,1525,1525,Kvasir-SEG:train:0267,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_441.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_441.jpg
1526,1526,1526,Kvasir-SEG:train:0268,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_442.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_442.jpg
1527,1527,1527,Kvasir-SEG:train:0269,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_443.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_443.jpg
1528,1528,1528,Kvasir-SEG:train:0270,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_444.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_444.jpg
1529,1529,1529,Kvasir-SEG:train:0271,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_447.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_447.jpg
1530,1530,1530,Kvasir-SEG:train:0272,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_448.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_448.jpg
1531,1531,1531,Kvasir-SEG:train:0273,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_449.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_449.jpg
1532,1532,1532,Kvasir-SEG:train:0274,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_452.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_452.jpg
1533,1533,1533,Kvasir-SEG:train:0275,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_455.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_455.jpg
1534,1534,1534,Kvasir-SEG:train:0276,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_458.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_458.jpg
1535,1535,1535,Kvasir-SEG:train:0277,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_459.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_459.jpg
1536,1536,1536,Kvasir-SEG:train:0278,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_460.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_460.jpg
1537,1537,1537,Kvasir-SEG:train:0279,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_461.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_461.jpg
1538,1538,1538,Kvasir-SEG:train:0280,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_463.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_463.jpg
1539,1539,1539,Kvasir-SEG:train:0281,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_464.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_464.jpg
1540,1540,1540,Kvasir-SEG:train:0282,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_466.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_466.jpg
1541,1541,1541,Kvasir-SEG:train:0283,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_467.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_467.jpg
1542,1542,1542,Kvasir-SEG:train:0284,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_469.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_469.jpg
1543,1543,1543,Kvasir-SEG:train:0285,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_471.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_471.jpg
1544,1544,1544,Kvasir-SEG:train:0286,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_473.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_473.jpg
1545,1545,1545,Kvasir-SEG:train:0287,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_474.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_474.jpg
1546,1546,1546,Kvasir-SEG:train:0288,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_475.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_475.jpg
1547,1547,1547,Kvasir-SEG:train:0289,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_476.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_476.jpg
1548,1548,1548,Kvasir-SEG:train:0290,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_478.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_478.jpg
1549,1549,1549,Kvasir-SEG:train:0291,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_479.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_479.jpg
1550,1550,1550,Kvasir-SEG:train:0292,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_480.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_480.jpg
1551,1551,1551,Kvasir-SEG:train:0293,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_483.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_483.jpg
1552,1552,1552,Kvasir-SEG:train:0294,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_484.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_484.jpg
1553,1553,1553,Kvasir-SEG:train:0295,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_489.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_489.jpg
1554,1554,1554,Kvasir-SEG:train:0296,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_491.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_491.jpg
1555,1555,1555,Kvasir-SEG:train:0297,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_492.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_492.jpg
1556,1556,1556,Kvasir-SEG:train:0298,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_494.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_494.jpg
1557,1557,1557,Kvasir-SEG:train:0299,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_497.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_497.jpg
1558,1558,1558,Kvasir-SEG:train:0300,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_499.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_499.jpg
1559,1559,1559,Kvasir-SEG:train:0301,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_500.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_500.jpg
1560,1560,1560,Kvasir-SEG:train:0302,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_503.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_503.jpg
1561,1561,1561,Kvasir-SEG:train:0303,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_504.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_504.jpg
1562,1562,1562,Kvasir-SEG:train:0304,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_505.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_505.jpg
1563,1563,1563,Kvasir-SEG:train:0305,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_506.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_506.jpg
1564,1564,1564,Kvasir-SEG:train:0306,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_507.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_507.jpg
1565,1565,1565,Kvasir-SEG:train:0307,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_509.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_509.jpg
1566,1566,1566,Kvasir-SEG:train:0308,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_511.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_511.jpg
1567,1567,1567,Kvasir-SEG:train:0309,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_512.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_512.jpg
1568,1568,1568,Kvasir-SEG:train:0310,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_513.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_513.jpg
1569,1569,1569,Kvasir-SEG:train:0311,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_514.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_514.jpg
1570,1570,1570,Kvasir-SEG:train:0312,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_515.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_515.jpg
1571,1571,1571,Kvasir-SEG:train:0313,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_518.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_518.jpg
1572,1572,1572,Kvasir-SEG:train:0314,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_520.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_520.jpg
1573,1573,1573,Kvasir-SEG:train:0315,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_522.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_522.jpg
1574,1574,1574,Kvasir-SEG:train:0316,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_523.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_523.jpg
1575,1575,1575,Kvasir-SEG:train:0317,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_524.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_524.jpg
1576,1576,1576,Kvasir-SEG:train:0318,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_525.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_525.jpg
1577,1577,1577,Kvasir-SEG:train:0319,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_528.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_528.jpg
1578,1578,1578,Kvasir-SEG:train:0320,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_531.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_531.jpg
1579,1579,1579,Kvasir-SEG:train:0321,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_537.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_537.jpg
1580,1580,1580,Kvasir-SEG:train:0322,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_538.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_538.jpg
1581,1581,1581,Kvasir-SEG:train:0323,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_540.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_540.jpg
1582,1582,1582,Kvasir-SEG:train:0324,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_542.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_542.jpg
1583,1583,1583,Kvasir-SEG:train:0325,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_552.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_552.jpg
1584,1584,1584,Kvasir-SEG:train:0326,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_553.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_553.jpg
1585,1585,1585,Kvasir-SEG:train:0327,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_557.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_557.jpg
1586,1586,1586,Kvasir-SEG:train:0328,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_559.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_559.jpg
1587,1587,1587,Kvasir-SEG:train:0329,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_560.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_560.jpg
1588,1588,1588,Kvasir-SEG:train:0330,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_561.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_561.jpg
1589,1589,1589,Kvasir-SEG:train:0331,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_564.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_564.jpg
1590,1590,1590,Kvasir-SEG:train:0332,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_565.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_565.jpg
1591,1591,1591,Kvasir-SEG:train:0333,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_566.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_566.jpg
1592,1592,1592,Kvasir-SEG:train:0334,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_567.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_567.jpg
1593,1593,1593,Kvasir-SEG:train:0335,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_568.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_568.jpg
1594,1594,1594,Kvasir-SEG:train:0336,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_569.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_569.jpg
1595,1595,1595,Kvasir-SEG:train:0337,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_572.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_572.jpg
1596,1596,1596,Kvasir-SEG:train:0338,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_573.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_573.jpg
1597,1597,1597,Kvasir-SEG:train:0339,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_574.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_574.jpg
1598,1598,1598,Kvasir-SEG:train:0340,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_576.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_576.jpg
1599,1599,1599,Kvasir-SEG:train:0341,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_577.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_577.jpg
1600,1600,1600,Kvasir-SEG:train:0342,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_578.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_578.jpg
1601,1601,1601,Kvasir-SEG:train:0343,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_579.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_579.jpg
1602,1602,1602,Kvasir-SEG:train:0344,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_581.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_581.jpg
1603,1603,1603,Kvasir-SEG:train:0345,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_582.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_582.jpg
1604,1604,1604,Kvasir-SEG:train:0346,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_584.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_584.jpg
1605,1605,1605,Kvasir-SEG:train:0347,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_585.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_585.jpg
1606,1606,1606,Kvasir-SEG:train:0348,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_586.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_586.jpg
1607,1607,1607,Kvasir-SEG:train:0349,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_587.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_587.jpg
1608,1608,1608,Kvasir-SEG:train:0350,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_588.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_588.jpg
1609,1609,1609,Kvasir-SEG:train:0351,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_589.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_589.jpg
1610,1610,1610,Kvasir-SEG:train:0352,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_591.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_591.jpg
1611,1611,1611,Kvasir-SEG:train:0353,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_593.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_593.jpg
1612,1612,1612,Kvasir-SEG:train:0354,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_594.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_594.jpg
1613,1613,1613,Kvasir-SEG:train:0355,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_606.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_606.jpg
1614,1614,1614,Kvasir-SEG:train:0356,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_607.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_607.jpg
1615,1615,1615,Kvasir-SEG:train:0357,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_611.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_611.jpg
1616,1616,1616,Kvasir-SEG:train:0358,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_612.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_612.jpg
1617,1617,1617,Kvasir-SEG:train:0359,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_614.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_614.jpg
1618,1618,1618,Kvasir-SEG:train:0360,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_616.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_616.jpg
1619,1619,1619,Kvasir-SEG:train:0361,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_618.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_618.jpg
1620,1620,1620,Kvasir-SEG:train:0362,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_620.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_620.jpg
1621,1621,1621,Kvasir-SEG:train:0363,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_622.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_622.jpg
1622,1622,1622,Kvasir-SEG:train:0364,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_625.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_625.jpg
1623,1623,1623,Kvasir-SEG:train:0365,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_627.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_627.jpg
1624,1624,1624,Kvasir-SEG:train:0366,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_628.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_628.jpg
1625,1625,1625,Kvasir-SEG:train:0367,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_629.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_629.jpg
1626,1626,1626,Kvasir-SEG:train:0368,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_630.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_630.jpg
1627,1627,1627,Kvasir-SEG:train:0369,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_633.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_633.jpg
1628,1628,1628,Kvasir-SEG:train:0370,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_634.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_634.jpg
1629,1629,1629,Kvasir-SEG:train:0371,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_635.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_635.jpg
1630,1630,1630,Kvasir-SEG:train:0372,Kvasir-SEG,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/images/image_636.jpg,/project/ahnailab/data/segmentation/Kvasir-SEG/trainset/labels/label_636.jpg
